order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,created_at,tracking_number,shipping_carrier,tracking_url
2468802,688,prior,24,4,11,8.0,2017-04-12 01:11:00+00:00,614238345034,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=614238345034
1614386,688,prior,25,2,10,12.0,2017-04-20 20:31:00+00:00,617215316288,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=617215316288
1351448,688,prior,26,4,11,2.0,2017-05-02 01:48:00+00:00,620065670797,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=620065670797
2777965,688,prior,27,1,9,4.0,2017-05-04 17:37:00+00:00,627177814382,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=627177814382
2666829,688,prior,28,2,10,8.0,2017-05-08 23:22:00+00:00,618998010707,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=618998010707
2546667,688,prior,29,2,12,0.0,2017-05-16 19:48:00+00:00,604392014944,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=604392014944
1478942,688,prior,30,4,10,2.0,2017-05-16 18:59:00+00:00,9473490572567822246553,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9473490572567822246553
120029,688,prior,31,1,10,4.0,2017-05-18 21:42:00+00:00,9423581751798082153510,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9423581751798082153510
2849481,688,prior,32,1,10,0.0,2017-05-22 21:44:00+00:00,1Z5097948763599119,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z5097948763599119
1710904,688,prior,33,2,12,1.0,2017-05-22 21:06:00+00:00,9463814815588599794777,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9463814815588599794777
773463,688,prior,34,3,10,1.0,2017-05-23 22:17:00+00:00,9410639724436061305015,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9410639724436061305015
3006366,688,prior,35,1,9,5.0,2017-05-24 22:08:00+00:00,1Z2234546080798191,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z2234546080798191
1595809,688,prior,36,2,10,1.0,2017-05-29 23:31:00+00:00,1Z4369186806088882,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z4369186806088882
2605389,688,prior,37,1,9,6.0,2017-05-30 19:56:00+00:00,JD1516340989176151,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD1516340989176151
2065978,688,prior,38,3,13,2.0,2017-06-05 17:53:00+00:00,JD0560510979225446,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0560510979225446
723960,688,prior,39,1,9,5.0,2017-06-07 16:26:00+00:00,9438091414259079966746,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9438091414259079966746
2552294,688,prior,40,4,11,3.0,2017-06-12 22:20:00+00:00,JD5896701124030835,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD5896701124030835
612357,688,prior,41,4,18,0.0,2017-06-15 21:41:00+00:00,9461747373134315266020,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9461747373134315266020
1725298,688,prior,42,4,8,7.0,2017-06-15 22:50:00+00:00,682181446717,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=682181446717
2617488,688,prior,43,4,11,0.0,2017-06-22 17:45:00+00:00,668394013951,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=668394013951
948787,688,prior,44,1,9,4.0,2017-06-22 07:33:00+00:00,1Z8003253963478595,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8003253963478595
874943,688,prior,45,5,8,4.0,2017-06-26 16:15:00+00:00,652932734252,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=652932734252
353496,688,prior,46,1,9,3.0,2017-06-30 23:26:00+00:00,9443665719213358219280,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9443665719213358219280
2683555,688,prior,47,4,14,3.0,2017-07-03 17:52:00+00:00,1Z0160996021121647,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z0160996021121647
321098,688,prior,48,1,13,4.0,2017-07-06 01:16:00+00:00,1Z9795706810869908,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z9795706810869908
1688642,688,prior,49,3,9,2.0,2017-07-10 18:37:00+00:00,9494486127547954304936,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9494486127547954304936
1878840,688,prior,50,1,9,5.0,2017-07-12 07:45:00+00:00,694016698690,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=694016698690
2437399,688,prior,51,2,10,1.0,2017-07-17 23:47:00+00:00,688161744585,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=688161744585
968607,688,prior,52,3,8,1.0,2017-07-18 21:40:00+00:00,687744577361,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=687744577361
2865173,688,prior,53,3,13,0.0,2017-07-19 18:28:00+00:00,688404549256,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=688404549256
2305683,688,prior,54,1,8,5.0,2017-07-19 17:19:00+00:00,9407814652852972407719,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9407814652852972407719
274721,688,prior,55,4,11,3.0,2017-07-24 21:17:00+00:00,661657487050,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=661657487050
2455292,688,prior,56,1,9,4.0,2017-07-27 17:21:00+00:00,629003867406,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=629003867406
2795652,688,prior,57,2,9,1.0,2017-07-31 22:12:00+00:00,9480137654414609552168,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9480137654414609552168
2020844,688,prior,58,1,11,6.0,2017-08-01 05:35:00+00:00,9474301020073864847719,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9474301020073864847719
437979,688,prior,59,1,13,0.0,2017-08-07 18:35:00+00:00,9440176886022099308975,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9440176886022099308975
176163,688,prior,60,1,9,7.0,2017-08-07 23:43:00+00:00,659566383820,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=659566383820
2543294,688,prior,61,5,8,4.0,2017-08-14 20:47:00+00:00,9400831556305324425138,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9400831556305324425138
1086345,688,prior,62,1,9,3.0,2017-08-18 22:31:00+00:00,1Z4132207969402531,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z4132207969402531
1278948,688,prior,63,2,7,1.0,2017-08-21 22:52:00+00:00,641928783514,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=641928783514
695415,688,test,64,2,16,0.0,2017-08-22 18:12:00+00:00,JD5094310334857284,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD5094310334857284
410739,1161,prior,1,3,10,,2016-06-03 23:11:00+00:00,656560515609,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=656560515609
3155930,1161,prior,2,3,10,14.0,2016-06-03 23:11:00+00:00,JD1335187826279323,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD1335187826279323
2865884,1161,prior,3,4,7,30.0,2016-06-17 20:35:00+00:00,9414249663299357580772,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9414249663299357580772
2547567,1161,prior,4,5,0,15.0,2016-07-17 19:34:00+00:00,633958602024,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=633958602024
1885455,1161,prior,5,2,19,4.0,2016-08-01 09:46:00+00:00,JD4781738877582869,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4781738877582869
38982,1161,prior,6,1,16,6.0,2016-08-05 13:12:00+00:00,JD9166473521056602,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD9166473521056602
1407633,1161,prior,7,4,18,10.0,2016-08-11 18:09:00+00:00,1Z7607395779651293,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z7607395779651293
2370412,1161,prior,8,3,8,20.0,2016-08-21 11:03:00+00:00,9488050335496830220346,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9488050335496830220346
3411990,1161,prior,9,6,9,10.0,2016-09-10 06:54:00+00:00,654386039472,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=654386039472
797320,1161,test,10,0,7,8.0,2016-09-20 21:42:00+00:00,1Z8713569149172124,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8713569149172124
3338259,1285,prior,1,3,21,,2016-01-06 19:45:00+00:00,1Z6757840702770866,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z6757840702770866
996486,1285,prior,2,5,16,2.0,2016-01-06 19:45:00+00:00,9497018711190766416750,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9497018711190766416750
2408778,1285,prior,3,0,12,2.0,2016-01-08 19:09:00+00:00,JD0191677282485350,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0191677282485350
2930630,1285,prior,4,2,15,2.0,2016-01-10 23:33:00+00:00,639357260334,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=639357260334
2551363,1285,prior,5,2,14,30.0,2016-01-12 22:37:00+00:00,9414966429137496415511,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9414966429137496415511
610732,1285,prior,6,4,15,2.0,2016-02-11 15:29:00+00:00,699844326022,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=699844326022
302283,1285,prior,7,1,15,4.0,2016-02-13 20:05:00+00:00,JD6772723351870988,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD6772723351870988
1570619,1285,prior,8,2,16,8.0,2016-02-17 06:48:00+00:00,1Z2192423882264448,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z2192423882264448
685491,1285,prior,9,0,14,5.0,2016-02-25 22:36:00+00:00,JD4122954678338394,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4122954678338394
1963605,1285,prior,10,1,15,1.0,2016-03-01 18:32:00+00:00,1Z7451402359139526,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z7451402359139526
2614890,1285,prior,11,2,16,1.0,2016-03-02 21:25:00+00:00,9493689254473927019344,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9493689254473927019344
1872281,1285,prior,12,5,17,3.0,2016-03-03 23:52:00+00:00,1Z3453479977930455,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z3453479977930455
1908073,1285,prior,13,5,9,7.0,2016-03-06 22:18:00+00:00,9473229766490140089892,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9473229766490140089892
472819,1285,prior,14,0,12,2.0,2016-03-13 23:47:00+00:00,657020584666,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=657020584666
1335337,1285,prior,15,4,17,4.0,2016-03-15 20:18:00+00:00,690327350181,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=690327350181
2414027,1285,prior,16,4,14,14.0,2016-03-19 21:35:00+00:00,JD8518365907336086,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8518365907336086
2788100,1285,prior,17,6,14,9.0,2016-04-02 17:33:00+00:00,1Z8100413719804640,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8100413719804640
946856,1285,prior,18,6,16,7.0,2016-04-11 17:56:00+00:00,JD2005514271280891,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD2005514271280891
464615,1285,prior,19,5,14,30.0,2016-04-18 17:06:00+00:00,1Z3794792576391465,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z3794792576391465
1926378,1285,prior,20,1,13,3.0,2016-05-18 22:44:00+00:00,JD0878725418175172,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0878725418175172
1053167,1285,prior,21,3,15,2.0,2016-05-21 23:08:00+00:00,9435644488149548643264,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9435644488149548643264
1235631,1285,prior,22,5,17,2.0,2016-05-23 20:21:00+00:00,668088115531,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=668088115531
516701,1285,prior,23,2,17,4.0,2016-05-25 14:45:00+00:00,1Z4073945867797543,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z4073945867797543
3053496,1285,prior,24,5,16,10.0,2016-05-29 13:43:00+00:00,JD5713915979002960,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD5713915979002960
1430087,1285,prior,25,4,14,6.0,2016-06-08 23:22:00+00:00,634490026273,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=634490026273
2975596,1285,prior,26,6,15,9.0,2016-06-14 18:24:00+00:00,626720775403,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=626720775403
466437,1285,prior,27,0,12,1.0,2016-06-23 08:07:00+00:00,9402124503397400264564,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9402124503397400264564
3254014,1285,prior,28,6,15,6.0,2016-06-24 06:45:00+00:00,9474898779461173236730,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9474898779461173236730
2318323,1285,prior,29,0,13,1.0,2016-06-30 23:51:00+00:00,1Z8311090055277603,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8311090055277603
1589843,1285,prior,30,1,16,1.0,2016-07-01 19:12:00+00:00,1Z7129811130011048,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z7129811130011048
1937760,1285,prior,31,4,17,3.0,2016-07-02 18:53:00+00:00,1Z1525517381414962,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z1525517381414962
409958,1285,prior,32,5,17,1.0,2016-07-05 23:20:00+00:00,JD5318667464535467,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD5318667464535467
2003964,1285,prior,33,1,16,3.0,2016-07-06 15:13:00+00:00,623204357064,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=623204357064
3391821,1285,prior,34,5,17,4.0,2016-07-09 20:22:00+00:00,1Z8401003530313993,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8401003530313993
1753819,1285,prior,35,0,17,2.0,2016-07-13 19:44:00+00:00,JD4854820556764030,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4854820556764030
1221434,1285,prior,36,0,11,7.0,2016-07-15 17:27:00+00:00,9429224374198208315167,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9429224374198208315167
1098542,1285,prior,37,6,12,6.0,2016-07-22 21:13:00+00:00,JD7671815835363713,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD7671815835363713
1939366,1285,prior,38,1,12,2.0,2016-07-28 17:36:00+00:00,JD1005654507096332,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD1005654507096332
1434422,1285,prior,39,2,15,1.0,2016-07-30 20:19:00+00:00,639543575143,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=639543575143
2192858,1285,prior,40,3,14,1.0,2016-07-31 17:48:00+00:00,9436523106097900506933,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9436523106097900506933
3181818,1285,prior,41,4,14,1.0,2016-08-01 17:26:00+00:00,613762199121,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=613762199121
2832755,1285,prior,42,0,13,3.0,2016-08-02 18:46:00+00:00,1Z8224612156576860,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8224612156576860
714022,1285,prior,43,5,15,5.0,2016-08-05 14:14:00+00:00,1Z7332402739819023,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z7332402739819023
2706750,1285,prior,44,5,16,7.0,2016-08-10 23:19:00+00:00,603610402499,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=603610402499
573681,1285,prior,45,6,15,1.0,2016-08-17 19:20:00+00:00,1Z5402574004790125,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z5402574004790125
1504032,1285,prior,46,5,17,6.0,2016-08-18 19:34:00+00:00,1Z1864058276840998,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z1864058276840998
3380822,1285,test,47,6,15,1.0,2016-08-24 23:41:00+00:00,9435021521313914655898,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9435021521313914655898
1138051,1341,prior,1,3,14,,2016-08-12 23:56:00+00:00,9424403091930190216010,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9424403091930190216010
3210774,1341,prior,2,6,15,30.0,2016-08-12 23:56:00+00:00,JD2042565663624320,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD2042565663624320
1725974,1341,prior,3,3,11,30.0,2016-09-11 16:00:00+00:00,9419879520377909348123,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9419879520377909348123
2905437,1341,prior,4,4,0,30.0,2016-10-11 01:26:00+00:00,JD7575336881056523,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD7575336881056523
2125876,1341,prior,5,2,6,30.0,2016-11-10 18:30:00+00:00,JD7790846465719815,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD7790846465719815
3238643,1341,test,6,2,10,21.0,2016-12-10 12:51:00+00:00,1Z9886959179843538,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z9886959179843538
736087,1516,prior,1,3,9,,2016-05-26 01:44:00+00:00,9488785357448102226812,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9488785357448102226812
1467887,1516,prior,2,5,13,9.0,2016-05-26 01:44:00+00:00,9492055715960007676218,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9492055715960007676218
2472280,1516,prior,3,5,10,7.0,2016-06-04 15:11:00+00:00,1Z6169401562403689,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z6169401562403689
583654,1516,test,4,4,19,30.0,2016-06-11 00:26:00+00:00,9489594001144841627494,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9489594001144841627494
3056138,1741,prior,1,1,10,,2016-12-11 21:48:00+00:00,9459262046728906767886,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9459262046728906767886
1286456,1741,prior,2,2,8,1.0,2016-12-11 21:48:00+00:00,9423164446244408984370,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9423164446244408984370
433380,1741,prior,3,1,7,6.0,2016-12-12 19:34:00+00:00,684910198637,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=684910198637
36926,1741,prior,4,1,8,0.0,2016-12-18 20:30:00+00:00,1Z1904824418569292,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z1904824418569292
1599686,1741,prior,5,2,11,8.0,2016-12-18 23:21:00+00:00,9456319082196923422693,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9456319082196923422693
191793,1741,prior,6,1,11,6.0,2016-12-26 11:45:00+00:00,JD8268307115972122,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8268307115972122
2908959,1741,prior,7,1,9,7.0,2017-01-01 22:15:00+00:00,JD7965630552284413,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD7965630552284413
493648,1741,prior,8,1,7,14.0,2017-01-08 23:03:00+00:00,1Z8728834906106869,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z8728834906106869
2777143,1741,prior,9,4,9,3.0,2017-01-22 19:53:00+00:00,9445104799045057741266,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9445104799045057741266
596065,1741,prior,10,2,10,5.0,2017-01-25 20:00:00+00:00,JD9009609682860364,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD9009609682860364
1464876,1741,prior,11,3,6,8.0,2017-01-30 18:24:00+00:00,1Z3960688417619486,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z3960688417619486
1943460,1741,prior,12,2,8,20.0,2017-02-07 18:28:00+00:00,JD0942952583659205,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0942952583659205
1337270,1741,prior,13,1,9,6.0,2017-02-27 20:02:00+00:00,JD1551526057231213,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD1551526057231213
908622,1741,prior,14,4,7,17.0,2017-03-05 07:07:00+00:00,9430232911219446568777,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9430232911219446568777
2501773,1741,prior,15,2,7,30.0,2017-03-22 21:54:00+00:00,1Z3429265325993923,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z3429265325993923
2048819,1741,prior,16,1,10,30.0,2017-04-21 13:23:00+00:00,JD7274866297509558,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD7274866297509558
428986,1741,prior,17,2,8,8.0,2017-05-21 19:49:00+00:00,9489027567432774393145,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9489027567432774393145
2850461,1741,prior,18,1,9,6.0,2017-05-29 22:33:00+00:00,622779396540,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=622779396540
1525817,1741,prior,19,2,9,8.0,2017-06-04 23:32:00+00:00,JD7947773540363722,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD7947773540363722
2942699,1741,prior,20,1,8,6.0,2017-06-12 21:06:00+00:00,JD5062346437335947,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD5062346437335947
2173715,1741,prior,21,3,10,9.0,2017-06-18 18:10:00+00:00,JD4878561994794120,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD4878561994794120
3022648,1741,prior,22,2,10,6.0,2017-06-27 17:17:00+00:00,JD0575089879841521,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0575089879841521
1516882,1741,test,23,1,8,6.0,2017-07-03 11:02:00+00:00,9451993945955920958635,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9451993945955920958635
3323645,1797,prior,1,0,13,,2016-09-14 19:20:00+00:00,JD0679304559396288,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD0679304559396288
215566,1797,prior,2,6,19,20.0,2016-09-14 19:20:00+00:00,9481980166579533432502,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9481980166579533432502
2598162,1797,prior,3,3,15,30.0,2016-10-04 19:12:00+00:00,JD8062512117957639,DHL,https://www.dhl.com/en/express/tracking.html?AWB=JD8062512117957639
1472331,1797,test,4,0,20,30.0,2016-11-03 19:31:00+00:00,1Z4794647783732685,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z4794647783732685
1811875,2146,prior,1,5,17,,2016-12-08 06:18:00+00:00,643730812515,FedEx,https://www.fedex.com/apps/fedextrack/?tracknumbers=643730812515
323234,2146,prior,2,2,13,4.0,2016-12-08 06:18:00+00:00,9403904938833689730668,USPS,https://tools.usps.com/go/TrackConfirmAction?tLabels=9403904938833689730668
1123908,2146,prior,3,6,13,30.0,2016-12-12 17:31:00+00:00,1Z4632439091479097,UPS,https://wwwapps.ups.com/WebTracking/track?track=yes&trackNums=1Z4632439091479097
