order_id,status,changed_at
1478942,pending,2016-08-11 17:24:00+00:00
1478942,processing,2016-08-11 21:36:00+00:00
1478942,shipped,2016-08-12 19:58:00+00:00
1478942,delivered,2016-08-16 17:13:00+00:00
120029,pending,2016-08-13 10:51:00+00:00
120029,processing,2016-08-13 20:14:00+00:00
120029,shipped,2016-08-15 10:45:00+00:00
120029,delivered,2016-08-20 22:17:00+00:00
120029,refunded,2016-08-25 19:23:00+00:00
2849481,pending,2016-08-17 22:28:00+00:00
2849481,processing,2016-08-17 22:42:00+00:00
2849481,shipped,2016-08-18 21:30:00+00:00
2849481,delivered,2016-08-24 23:21:00+00:00
1710904,pending,2016-08-17 19:53:00+00:00
1710904,processing,2016-08-17 20:52:00+00:00
1710904,shipped,2016-08-17 22:19:00+00:00
1710904,delivered,2016-08-21 00:15:00+00:00
1710904,return_requested,2016-09-02 19:02:00+00:00
1710904,returned,2016-09-08 17:48:00+00:00
1710904,refunded,2016-09-11 23:36:00+00:00
773463,pending,2016-08-18 23:14:00+00:00
773463,processing,2016-08-18 23:39:00+00:00
773463,shipped,2016-08-19 23:32:00+00:00
773463,delivered,2016-08-22 19:29:00+00:00
3006366,pending,2016-08-19 01:53:00+00:00
3006366,processing,2016-08-19 13:47:00+00:00
3006366,shipped,2016-08-20 11:52:00+00:00
3006366,delivered,2016-08-23 09:52:00+00:00
1595809,pending,2016-08-24 20:10:00+00:00
1595809,processing,2016-08-24 21:50:00+00:00
1595809,shipped,2016-08-25 07:24:00+00:00
1595809,delivered,2016-08-31 08:53:00+00:00
2605389,pending,2016-08-25 18:55:00+00:00
2605389,processing,2016-08-25 19:38:00+00:00
2605389,shipped,2016-08-26 22:53:00+00:00
2605389,delivered,2016-08-31 16:29:00+00:00
2065978,pending,2016-08-31 17:08:00+00:00
2065978,processing,2016-08-31 20:37:00+00:00
2065978,shipped,2016-09-01 06:14:00+00:00
2065978,delivered,2016-09-06 14:01:00+00:00
723960,pending,2016-09-02 20:00:00+00:00
723960,processing,2016-09-02 22:15:00+00:00
723960,shipped,2016-09-04 10:42:00+00:00
723960,delivered,2016-09-07 17:14:00+00:00
2552294,pending,2016-09-07 18:59:00+00:00
2552294,processing,2016-09-07 19:22:00+00:00
2552294,shipped,2016-09-09 08:34:00+00:00
2552294,delivered,2016-09-14 22:33:00+00:00
612357,pending,2016-09-10 20:43:00+00:00
612357,processing,2016-09-10 21:07:00+00:00
612357,shipped,2016-09-12 11:12:00+00:00
612357,delivered,2016-09-18 21:46:00+00:00
1725298,pending,2016-09-10 14:36:00+00:00
1725298,processing,2016-09-10 18:41:00+00:00
1725298,shipped,2016-09-12 21:47:00+00:00
1725298,delivered,2016-09-19 22:13:00+00:00
2617488,pending,2016-09-17 07:50:00+00:00
2617488,processing,2016-09-17 20:37:00+00:00
2617488,shipped,2016-09-19 22:22:00+00:00
2617488,delivered,2016-09-22 20:10:00+00:00
2617488,refunded,2016-09-23 17:38:00+00:00
948787,pending,2016-09-17 23:03:00+00:00
948787,processing,2016-09-18 00:00:00+00:00
948787,shipped,2016-09-18 20:50:00+00:00
948787,delivered,2016-09-21 21:25:00+00:00
874943,pending,2016-09-21 18:42:00+00:00
874943,processing,2016-09-21 20:58:00+00:00
874943,shipped,2016-09-22 23:03:00+00:00
874943,delivered,2016-09-27 17:24:00+00:00
353496,pending,2016-09-25 17:27:00+00:00
353496,processing,2016-09-25 23:49:00+00:00
353496,shipped,2016-09-26 19:06:00+00:00
353496,delivered,2016-09-30 23:43:00+00:00
2683555,pending,2016-09-28 18:07:00+00:00
2683555,processing,2016-09-28 20:45:00+00:00
2683555,shipped,2016-09-30 23:12:00+00:00
2683555,delivered,2016-10-01 09:47:00+00:00
321098,pending,2016-10-01 17:04:00+00:00
321098,processing,2016-10-01 23:03:00+00:00
321098,shipped,2016-10-02 17:28:00+00:00
321098,delivered,2016-10-07 17:17:00+00:00
1688642,pending,2016-10-05 17:48:00+00:00
1688642,processing,2016-10-05 23:13:00+00:00
1688642,shipped,2016-10-06 01:29:00+00:00
1688642,delivered,2016-10-11 01:23:00+00:00
1878840,pending,2016-10-07 21:55:00+00:00
1878840,processing,2016-10-07 22:30:00+00:00
1878840,shipped,2016-10-08 19:21:00+00:00
1878840,delivered,2016-10-11 16:01:00+00:00
2437399,pending,2016-10-12 19:37:00+00:00
2437399,processing,2016-10-12 21:23:00+00:00
2437399,shipped,2016-10-14 22:37:00+00:00
2437399,delivered,2016-10-16 17:24:00+00:00
968607,pending,2016-10-13 10:49:00+00:00
968607,processing,2016-10-13 21:23:00+00:00
968607,shipped,2016-10-14 18:41:00+00:00
968607,delivered,2016-10-18 01:12:00+00:00
2865173,pending,2016-10-14 21:33:00+00:00
2865173,processing,2016-10-14 21:40:00+00:00
2865173,shipped,2016-10-16 06:32:00+00:00
2865173,delivered,2016-10-18 01:19:00+00:00
2305683,pending,2016-10-14 15:26:00+00:00
2305683,processing,2016-10-14 16:05:00+00:00
2305683,shipped,2016-10-15 01:57:00+00:00
2305683,delivered,2016-10-16 19:20:00+00:00
274721,pending,2016-10-19 19:01:00+00:00
274721,processing,2016-10-19 23:31:00+00:00
274721,shipped,2016-10-20 08:16:00+00:00
274721,delivered,2016-10-26 06:14:00+00:00
2455292,pending,2016-10-22 18:52:00+00:00
2455292,processing,2016-10-22 20:33:00+00:00
2455292,shipped,2016-10-23 22:24:00+00:00
2455292,delivered,2016-10-24 12:03:00+00:00
2795652,pending,2016-10-26 23:13:00+00:00
2795652,processing,2016-10-27 11:11:00+00:00
2795652,shipped,2016-10-27 22:53:00+00:00
2795652,delivered,2016-10-29 21:11:00+00:00
2020844,pending,2016-10-27 20:43:00+00:00
2020844,processing,2016-10-27 21:23:00+00:00
2020844,shipped,2016-10-28 07:13:00+00:00
2020844,delivered,2016-11-01 22:13:00+00:00
437979,pending,2016-11-02 20:33:00+00:00
437979,processing,2016-11-02 21:38:00+00:00
437979,shipped,2016-11-04 20:33:00+00:00
437979,delivered,2016-11-06 23:04:00+00:00
176163,pending,2016-11-02 05:03:00+00:00
176163,processing,2016-11-02 20:56:00+00:00
176163,shipped,2016-11-03 21:31:00+00:00
176163,delivered,2016-11-10 20:28:00+00:00
2543294,pending,2016-11-09 21:29:00+00:00
2543294,processing,2016-11-09 21:38:00+00:00
2543294,shipped,2016-11-10 19:42:00+00:00
2543294,delivered,2016-11-15 07:16:00+00:00
1086345,pending,2016-11-13 06:07:00+00:00
1086345,processing,2016-11-13 12:33:00+00:00
1086345,shipped,2016-11-14 00:44:00+00:00
1086345,delivered,2016-11-19 15:04:00+00:00
1278948,pending,2016-11-16 19:35:00+00:00
1278948,processing,2016-11-16 22:26:00+00:00
1278948,shipped,2016-11-18 19:09:00+00:00
1278948,delivered,2016-11-19 22:18:00+00:00
1278948,return_requested,2016-11-20 14:49:00+00:00
1278948,returned,2016-11-27 21:36:00+00:00
1278948,refunded,2016-11-27 22:13:00+00:00
695415,pending,2016-11-17 21:30:00+00:00
695415,processing,2016-11-17 22:24:00+00:00
695415,shipped,2016-11-18 22:35:00+00:00
695415,delivered,2016-11-22 12:11:00+00:00
410739,pending,2016-08-29 22:55:00+00:00
410739,processing,2016-08-29 23:59:00+00:00
410739,shipped,2016-08-31 06:25:00+00:00
410739,delivered,2016-09-02 22:01:00+00:00
3155930,pending,2016-08-29 22:55:00+00:00
3155930,processing,2016-08-29 23:37:00+00:00
3155930,shipped,2016-08-30 17:11:00+00:00
3155930,delivered,2016-09-05 23:39:00+00:00
3155930,return_requested,2016-09-10 18:37:00+00:00
3155930,returned,2016-09-13 17:01:00+00:00
3155930,refunded,2016-09-15 20:13:00+00:00
2865884,pending,2016-09-12 22:53:00+00:00
2865884,processing,2016-09-13 00:07:00+00:00
2865884,shipped,2016-09-13 20:22:00+00:00
2865884,delivered,2016-09-16 21:56:00+00:00
2547567,pending,2016-10-12 17:52:00+00:00
2547567,processing,2016-10-12 19:35:00+00:00
2547567,shipped,2016-10-13 22:10:00+00:00
2547567,delivered,2016-10-16 17:42:00+00:00
1885455,pending,2016-10-27 11:18:00+00:00
1885455,processing,2016-10-27 11:51:00+00:00
1885455,shipped,2016-10-27 15:04:00+00:00
1885455,delivered,2016-11-02 18:23:00+00:00
38982,pending,2016-10-31 17:15:00+00:00
38982,processing,2016-10-31 21:56:00+00:00
38982,shipped,2016-11-01 11:51:00+00:00
38982,delivered,2016-11-04 17:56:00+00:00
1407633,pending,2016-11-06 20:26:00+00:00
1407633,processing,2016-11-06 22:35:00+00:00
1407633,shipped,2016-11-08 17:26:00+00:00
1407633,delivered,2016-11-13 16:44:00+00:00
2370412,pending,2016-11-16 19:22:00+00:00
2370412,processing,2016-11-16 19:58:00+00:00
2370412,cancelled,2016-11-16 20:50:00+00:00
3411990,pending,2016-12-06 17:54:00+00:00
3411990,processing,2016-12-06 22:20:00+00:00
3411990,shipped,2016-12-07 17:52:00+00:00
3411990,delivered,2016-12-09 20:50:00+00:00
3411990,refunded,2016-12-09 21:09:00+00:00
797320,pending,2016-12-16 20:51:00+00:00
797320,processing,2016-12-16 21:05:00+00:00
797320,failed,2016-12-16 22:57:00+00:00
3338259,pending,2016-09-22 19:45:00+00:00
3338259,processing,2016-09-22 21:09:00+00:00
3338259,shipped,2016-09-23 18:06:00+00:00
3338259,delivered,2016-09-30 18:58:00+00:00
996486,pending,2016-09-22 19:45:00+00:00
996486,processing,2016-09-22 20:28:00+00:00
996486,shipped,2016-09-24 19:34:00+00:00
996486,delivered,2016-09-28 17:53:00+00:00
2408778,pending,2016-09-24 18:25:00+00:00
2408778,processing,2016-09-24 18:33:00+00:00
2408778,shipped,2016-09-25 19:49:00+00:00
2408778,delivered,2016-09-28 20:14:00+00:00
2930630,pending,2016-09-26 17:45:00+00:00
2930630,processing,2016-09-26 21:37:00+00:00
2930630,cancelled,2016-09-26 22:58:00+00:00
2551363,pending,2016-09-28 11:38:00+00:00
2551363,processing,2016-09-28 22:27:00+00:00
2551363,shipped,2016-09-29 23:00:00+00:00
2551363,delivered,2016-10-04 22:13:00+00:00
610732,pending,2016-10-28 17:20:00+00:00
610732,processing,2016-10-28 18:57:00+00:00
610732,shipped,2016-10-30 19:21:00+00:00
610732,delivered,2016-11-05 19:02:00+00:00
302283,pending,2016-10-30 21:22:00+00:00
302283,processing,2016-10-30 22:10:00+00:00
302283,shipped,2016-10-31 23:04:00+00:00
302283,delivered,2016-11-02 17:05:00+00:00
1570619,pending,2016-11-03 23:49:00+00:00
1570619,processing,2016-11-04 19:45:00+00:00
1570619,shipped,2016-11-05 01:13:00+00:00
1570619,delivered,2016-11-10 22:15:00+00:00
685491,pending,2016-11-11 17:19:00+00:00
685491,processing,2016-11-11 17:43:00+00:00
685491,shipped,2016-11-12 22:26:00+00:00
685491,delivered,2016-11-16 22:27:00+00:00
685491,refunded,2016-11-18 16:29:00+00:00
1963605,pending,2016-11-16 20:30:00+00:00
1963605,processing,2016-11-16 21:53:00+00:00
1963605,shipped,2016-11-18 10:42:00+00:00
1963605,delivered,2016-11-22 22:49:00+00:00
2614890,pending,2016-11-17 22:16:00+00:00
2614890,processing,2016-11-17 22:44:00+00:00
2614890,shipped,2016-11-18 18:39:00+00:00
2614890,delivered,2016-11-20 09:00:00+00:00
1872281,pending,2016-11-18 21:29:00+00:00
1872281,processing,2016-11-18 22:17:00+00:00
1872281,shipped,2016-11-19 19:07:00+00:00
1872281,delivered,2016-11-26 10:30:00+00:00
1908073,pending,2016-11-21 20:31:00+00:00
1908073,processing,2016-11-21 21:41:00+00:00
1908073,shipped,2016-11-22 17:17:00+00:00
1908073,delivered,2016-11-24 19:26:00+00:00
472819,pending,2016-11-28 15:40:00+00:00
472819,processing,2016-11-28 19:03:00+00:00
472819,shipped,2016-11-29 19:48:00+00:00
472819,delivered,2016-11-30 20:08:00+00:00
1335337,pending,2016-11-30 20:50:00+00:00
1335337,processing,2016-11-30 23:51:00+00:00
1335337,shipped,2016-12-01 10:05:00+00:00
1335337,delivered,2016-12-02 23:58:00+00:00
1335337,return_requested,2016-12-15 20:23:00+00:00
1335337,returned,2016-12-18 22:48:00+00:00
1335337,refunded,2016-12-22 18:44:00+00:00
2414027,pending,2016-12-04 18:52:00+00:00
2414027,processing,2016-12-04 19:52:00+00:00
2414027,shipped,2016-12-04 22:30:00+00:00
2414027,delivered,2016-12-09 19:59:00+00:00
2414027,return_requested,2016-12-11 00:21:00+00:00
2414027,returned,2016-12-16 21:35:00+00:00
2414027,refunded,2016-12-18 20:28:00+00:00
2788100,pending,2016-12-18 23:10:00+00:00
2788100,processing,2016-12-19 00:38:00+00:00
2788100,shipped,2016-12-20 09:51:00+00:00
2788100,delivered,2016-12-23 17:51:00+00:00
946856,pending,2016-12-27 18:42:00+00:00
946856,processing,2016-12-27 19:37:00+00:00
946856,shipped,2016-12-28 21:55:00+00:00
946856,delivered,2017-01-04 23:35:00+00:00
946856,refunded,2017-01-08 17:26:00+00:00
464615,pending,2017-01-03 19:52:00+00:00
464615,processing,2017-01-03 20:54:00+00:00
464615,shipped,2017-01-04 20:24:00+00:00
464615,delivered,2017-01-05 18:18:00+00:00
1926378,pending,2017-02-02 00:52:00+00:00
1926378,processing,2017-02-02 19:55:00+00:00
1926378,shipped,2017-02-04 17:09:00+00:00
1926378,delivered,2017-02-10 21:49:00+00:00
1053167,pending,2017-02-05 15:33:00+00:00
1053167,processing,2017-02-05 20:59:00+00:00
1053167,shipped,2017-02-06 17:35:00+00:00
1053167,delivered,2017-02-12 17:17:00+00:00
1235631,pending,2017-02-07 23:25:00+00:00
1235631,processing,2017-02-08 23:01:00+00:00
1235631,shipped,2017-02-10 22:40:00+00:00
1235631,delivered,2017-02-14 19:18:00+00:00
516701,pending,2017-02-09 17:00:00+00:00
516701,processing,2017-02-09 18:32:00+00:00
516701,shipped,2017-02-09 19:41:00+00:00
516701,delivered,2017-02-13 23:44:00+00:00
3053496,pending,2017-02-13 11:23:00+00:00
3053496,processing,2017-02-13 21:33:00+00:00
3053496,shipped,2017-02-14 23:06:00+00:00
3053496,delivered,2017-02-19 19:43:00+00:00
1430087,pending,2017-02-23 20:31:00+00:00
1430087,processing,2017-02-23 23:01:00+00:00
1430087,shipped,2017-02-24 22:28:00+00:00
1430087,delivered,2017-02-25 10:09:00+00:00
2975596,pending,2017-03-01 17:34:00+00:00
2975596,processing,2017-03-01 17:49:00+00:00
2975596,cancelled,2017-03-01 22:40:00+00:00
466437,pending,2017-03-10 22:53:00+00:00
466437,processing,2017-03-10 23:26:00+00:00
466437,shipped,2017-03-11 17:02:00+00:00
466437,delivered,2017-03-17 23:21:00+00:00
3254014,pending,2017-03-11 19:38:00+00:00
3254014,processing,2017-03-11 19:41:00+00:00
3254014,shipped,2017-03-11 20:34:00+00:00
3254014,delivered,2017-03-13 11:06:00+00:00
3254014,refunded,2017-03-17 18:31:00+00:00
2318323,pending,2017-03-17 16:14:00+00:00
2318323,processing,2017-03-17 21:55:00+00:00
2318323,shipped,2017-03-18 23:54:00+00:00
2318323,delivered,2017-03-25 17:39:00+00:00
1589843,pending,2017-03-18 22:23:00+00:00
1589843,processing,2017-03-18 23:30:00+00:00
1589843,cancelled,2017-03-19 06:06:00+00:00
1937760,pending,2017-03-19 14:36:00+00:00
1937760,processing,2017-03-19 14:39:00+00:00
1937760,shipped,2017-03-20 22:30:00+00:00
1937760,delivered,2017-03-22 19:33:00+00:00
409958,pending,2017-03-22 05:29:00+00:00
409958,processing,2017-03-22 17:18:00+00:00
409958,shipped,2017-03-23 23:01:00+00:00
409958,delivered,2017-03-25 22:46:00+00:00
409958,refunded,2017-03-27 19:17:00+00:00
2003964,pending,2017-03-23 18:10:00+00:00
2003964,processing,2017-03-23 23:32:00+00:00
2003964,shipped,2017-03-25 08:06:00+00:00
2003964,delivered,2017-03-30 23:06:00+00:00
2003964,return_requested,2017-04-10 20:27:00+00:00
2003964,returned,2017-04-15 19:19:00+00:00
2003964,refunded,2017-04-16 23:34:00+00:00
3391821,pending,2017-03-26 19:24:00+00:00
3391821,processing,2017-03-26 20:21:00+00:00
3391821,failed,2017-03-26 20:49:00+00:00
1753819,pending,2017-03-30 20:29:00+00:00
1753819,processing,2017-03-30 20:57:00+00:00
1753819,shipped,2017-03-31 17:31:00+00:00
1753819,delivered,2017-04-06 23:25:00+00:00
1221434,pending,2017-04-01 21:04:00+00:00
1221434,processing,2017-04-01 23:14:00+00:00
1221434,shipped,2017-04-03 23:02:00+00:00
1221434,delivered,2017-04-08 05:35:00+00:00
1098542,pending,2017-04-08 16:12:00+00:00
1098542,processing,2017-04-08 16:42:00+00:00
1098542,shipped,2017-04-09 21:08:00+00:00
1098542,delivered,2017-04-13 22:52:00+00:00
1939366,pending,2017-04-14 22:45:00+00:00
1939366,processing,2017-04-14 23:24:00+00:00
1939366,shipped,2017-04-15 21:56:00+00:00
1939366,delivered,2017-04-17 20:15:00+00:00
1434422,pending,2017-04-16 18:02:00+00:00
1434422,processing,2017-04-16 23:20:00+00:00
1434422,shipped,2017-04-17 22:04:00+00:00
1434422,delivered,2017-04-21 19:57:00+00:00
2192858,pending,2017-04-17 22:46:00+00:00
2192858,processing,2017-04-17 23:16:00+00:00
2192858,shipped,2017-04-19 20:27:00+00:00
2192858,delivered,2017-04-26 17:25:00+00:00
2192858,return_requested,2017-05-09 21:41:00+00:00
2192858,returned,2017-05-15 17:36:00+00:00
2192858,refunded,2017-05-16 22:19:00+00:00
3181818,pending,2017-04-18 18:32:00+00:00
3181818,processing,2017-04-18 19:46:00+00:00
3181818,shipped,2017-04-19 19:16:00+00:00
3181818,delivered,2017-04-21 21:49:00+00:00
2832755,pending,2017-04-19 20:37:00+00:00
2832755,processing,2017-04-19 20:47:00+00:00
2832755,shipped,2017-04-19 21:23:00+00:00
2832755,delivered,2017-04-24 20:19:00+00:00
714022,pending,2017-04-22 22:57:00+00:00
714022,processing,2017-04-23 00:07:00+00:00
714022,shipped,2017-04-23 20:20:00+00:00
714022,delivered,2017-04-28 22:01:00+00:00
2706750,pending,2017-04-27 17:16:00+00:00
2706750,processing,2017-04-27 23:46:00+00:00
2706750,shipped,2017-04-28 13:29:00+00:00
2706750,delivered,2017-05-05 17:13:00+00:00
573681,pending,2017-05-04 18:18:00+00:00
573681,processing,2017-05-04 18:54:00+00:00
573681,shipped,2017-05-04 19:53:00+00:00
573681,delivered,2017-05-10 13:31:00+00:00
573681,refunded,2017-05-12 23:25:00+00:00
1504032,pending,2017-05-05 21:26:00+00:00
1504032,processing,2017-05-05 22:51:00+00:00
1504032,shipped,2017-05-06 18:42:00+00:00
1504032,delivered,2017-05-13 19:07:00+00:00
3380822,pending,2017-05-11 23:09:00+00:00
3380822,processing,2017-05-11 23:10:00+00:00
3380822,shipped,2017-05-13 20:58:00+00:00
3380822,delivered,2017-05-14 22:16:00+00:00
1138051,pending,2016-09-10 14:58:00+00:00
1138051,processing,2016-09-10 21:44:00+00:00
1138051,shipped,2016-09-12 20:11:00+00:00
1138051,delivered,2016-09-16 19:56:00+00:00
3210774,pending,2016-09-10 14:58:00+00:00
3210774,processing,2016-09-10 21:14:00+00:00
3210774,shipped,2016-09-11 22:25:00+00:00
3210774,delivered,2016-09-13 19:42:00+00:00
1725974,pending,2016-10-10 19:11:00+00:00
1725974,processing,2016-10-10 20:19:00+00:00
1725974,shipped,2016-10-12 19:17:00+00:00
1725974,delivered,2016-10-19 20:56:00+00:00
2905437,pending,2016-11-09 01:37:00+00:00
2905437,processing,2016-11-09 20:35:00+00:00
2905437,cancelled,2016-11-09 21:49:00+00:00
2125876,pending,2016-12-09 18:35:00+00:00
2125876,processing,2016-12-09 18:44:00+00:00
2125876,shipped,2016-12-10 20:54:00+00:00
2125876,delivered,2016-12-12 23:43:00+00:00
3238643,pending,2017-01-08 17:51:00+00:00
3238643,processing,2017-01-08 23:54:00+00:00
3238643,shipped,2017-01-10 05:59:00+00:00
3238643,delivered,2017-01-11 21:52:00+00:00
736087,pending,2016-10-25 17:49:00+00:00
736087,processing,2016-10-25 20:58:00+00:00
736087,shipped,2016-10-26 23:12:00+00:00
736087,delivered,2016-11-01 16:23:00+00:00
1467887,pending,2016-10-25 17:49:00+00:00
1467887,processing,2016-10-25 22:55:00+00:00
1467887,shipped,2016-10-26 10:15:00+00:00
1467887,delivered,2016-11-01 17:55:00+00:00
2472280,pending,2016-11-03 21:12:00+00:00
2472280,processing,2016-11-03 22:06:00+00:00
2472280,shipped,2016-11-04 18:12:00+00:00
2472280,delivered,2016-11-11 20:30:00+00:00
583654,pending,2016-11-10 17:41:00+00:00
583654,processing,2016-11-10 18:41:00+00:00
583654,shipped,2016-11-11 21:56:00+00:00
583654,delivered,2016-11-14 22:05:00+00:00
3056138,pending,2016-07-06 08:36:00+00:00
3056138,processing,2016-07-06 20:26:00+00:00
3056138,cancelled,2016-07-06 20:48:00+00:00
1286456,pending,2016-07-06 08:36:00+00:00
1286456,processing,2016-07-06 22:21:00+00:00
1286456,shipped,2016-07-07 22:32:00+00:00
1286456,delivered,2016-07-12 19:45:00+00:00
