order_id,product_id,add_to_cart_order,reordered
4385,27845,2,1
4385,13225,3,0
4385,35510,4,0
4385,38827,5,1
4385,14364,6,1
5184,27845,1,0
5184,17170,2,0
5184,21137,3,1
5184,36961,4,0
5184,37646,5,0
5184,39040,6,0
5184,24964,7,0
5184,4799,8,0
5184,7948,9,0
5184,27966,10,0
5184,39275,11,0
5263,21927,1,1
5263,31678,2,0
5263,42964,3,1
5263,46979,4,1
5266,47877,1,1
5266,40600,2,1
5266,31848,3,1
5266,49670,4,0
5266,23644,5,0
5286,21137,1,1
5286,8277,2,1
5286,31649,3,1
5286,20440,4,1
5595,6576,1,1
5595,5760,2,1
5595,45767,3,1
5595,17056,4,1
5595,5657,5,1
5595,25985,6,0
5595,12339,7,1
5595,25232,8,0
5595,2519,9,0
5595,45588,10,0
5595,27845,11,1
5595,14875,12,0
5595,21137,13,0
5595,34739,14,0
5595,19005,15,0
5595,42356,16,0
5595,22952,17,0
5595,41751,18,1
5595,5923,19,0
5595,27360,20,0
5595,19076,21,0
5595,49555,22,0
5646,46113,1,0
5646,15057,2,0
6650,24852,1,1
6650,35507,2,0
6650,36978,3,0
6856,47209,1,1
6856,21903,2,1
6856,49383,3,1
6856,15649,4,0
6856,19057,5,1
6856,24489,6,0
6856,37067,7,1
6856,16027,8,1
6856,44422,9,1
6856,432,10,1
6856,49332,11,1
6856,26032,12,1
6856,25146,13,1
6856,427,14,1
6856,5621,15,1
6856,5578,16,1
6856,13740,17,0
6856,32293,18,0
6856,39509,19,0
6916,36386,1,0
6938,2581,1,0
6938,30571,2,0
6938,42585,3,1
6938,432,4,1
6938,13176,5,1
6938,21903,6,1
6938,32655,7,1
6938,28156,8,1
6938,39877,9,1
6938,13166,10,0
6938,33055,11,0
6938,9561,12,0
6938,9020,13,0
6938,26165,14,0
6938,16570,15,0
6938,48175,16,0
6938,25340,17,0
6938,28199,18,0
7757,22108,1,1
7757,32700,2,1
7757,45681,3,1
7757,18709,4,1
7757,25922,5,1
7996,9755,1,1
7996,45747,2,1
7996,45570,3,1
7996,48523,4,1
8278,40708,1,0
8278,34358,2,1
8278,5479,3,1
8278,49192,4,1
8278,27086,5,1
8283,38164,1,1
8283,30630,2,1
8283,45946,3,1
8283,33106,4,0
8283,18531,5,0
8283,4210,6,0
8283,27714,7,0
8283,24507,8,0
8283,19775,9,0
8465,41541,1,1
8465,22935,2,1
8465,13431,3,1
8465,23737,4,1
8465,28204,5,1
8465,36865,6,1
8465,43662,7,1
8465,13870,8,1
8465,47209,9,1
8515,47766,1,1
8515,24852,2,1
8515,21616,3,0
8515,47626,4,1
8515,28204,5,0
8515,8518,6,0
8515,27344,7,0
8515,7179,8,0
8515,10603,9,1
8515,19508,10,0
8515,2450,11,0
9011,34027,1,1
9011,32156,2,1
9011,3999,3,0
9011,12149,4,1
9011,16185,5,0
9011,24852,6,0
9011,1649,7,0
9011,40310,8,0
9011,42308,9,0
9068,35221,1,1
9068,14947,2,1
9068,44632,3,1
9068,21709,4,1
9068,20119,5,1
9068,9006,6,1
9291,13516,1,0
9291,13838,2,1
9291,16953,3,1
9291,19051,4,1
9291,17200,5,1
9291,42441,6,1
10092,32611,1,1
10092,15008,2,1
10092,16241,3,1
10092,15400,4,1
10092,13176,5,0
10092,20993,6,0
10092,14947,7,0
10092,15532,8,1
10092,6833,9,0
10092,49517,10,0
10337,47903,1,1
10337,41435,2,1
10337,34643,3,1
10337,25144,4,1
10337,5445,5,1
10337,12667,6,1
10337,23525,7,1
10337,44761,8,0
10337,546,9,0
10337,41033,10,0
10337,20729,11,0
10337,37164,12,1
10337,28075,13,0
10337,9401,14,0
10337,22959,15,1
10670,32515,1,1
10670,18288,2,1
10670,43961,3,1
10670,32578,4,1
10670,15290,5,1
10670,18531,6,1
10670,940,7,1
10670,40545,8,1
10670,39558,9,1
10670,33323,10,1
10670,12320,11,0
10822,49478,1,0
10822,39928,2,0
10822,49235,3,0
10822,33055,4,0
10822,8518,5,0
10822,24830,6,0
10822,41950,7,0
10822,42265,8,0
10822,7054,9,0
10822,5621,10,0
10822,8854,11,0
10822,19019,12,0
10822,10369,13,0
10822,32857,14,0
10822,10915,15,0
10822,37158,16,0
10822,13176,17,0
10822,14332,18,0
10822,810,19,0
10822,7632,20,0
11243,48762,1,1
11243,23826,2,0
11243,1924,3,0
11243,20955,4,1
11243,35561,5,1
11366,47766,1,1
11366,18465,2,1
11366,15290,3,1
11366,45007,4,1
11366,41259,5,1
11366,24852,6,1
11366,20842,7,1
11366,6179,8,1
11366,31181,9,1
11366,34969,10,1
11366,2086,11,1
11366,7673,12,1
11366,24964,13,1
11366,21622,14,1
11366,21903,15,1
11366,43768,16,1
11366,27086,17,1
11366,37646,18,1
11366,20114,19,1
11366,28849,20,1
11366,14084,21,1
11366,43194,22,1
11366,14780,23,1
11366,34466,24,1
11366,18479,25,1
11366,19508,26,1
11366,4605,27,0
11366,47626,28,0
11366,5620,29,0
11366,24184,30,0
11366,8518,31,0
11366,5025,32,0
11495,19660,1,1
11829,30169,1,1
11829,25890,2,0
11829,24852,3,1
11829,33401,4,1
11829,18918,5,1
11829,45504,6,1
11979,2238,1,0
11979,12576,2,0
11979,31964,3,0
11979,17631,4,0
11979,1313,5,0
11979,10181,6,0
11979,5097,7,0
11979,7600,8,0
11979,41385,9,0
11979,13828,10,0
11979,49099,11,0
12011,24535,1,1
12011,5514,2,1
12011,24852,3,1
12011,16797,4,1
12011,31564,5,1
12011,3599,6,1
12011,36724,7,1
12011,9634,8,0
12011,26369,9,1
12011,16965,10,0
12011,14328,11,0
12011,39275,12,0
12011,36849,13,0
12011,9668,14,0
12011,13755,15,1
12377,40939,1,1
13028,14872,1,0
13028,5228,2,0
13028,47048,3,0
13028,2547,4,0
13398,47943,1,1
13398,24838,2,1
13398,28572,3,1
13398,45570,4,1
13398,26165,5,1
13398,37646,6,1
13398,47626,7,1
13398,5479,8,1
13717,21616,1,1
13717,43210,2,1
13717,32864,3,1
13717,5550,4,0
13717,28984,5,1
13717,11526,6,1
13717,36389,7,0
13736,21333,1,0
13736,6341,2,0
13736,27325,3,0
13736,26620,4,0
13736,20119,5,0
13736,36606,6,0
13736,49079,7,0
13736,25232,8,0
13736,41351,9,0
13736,48440,10,0
13813,19828,1,1
13813,6184,2,1
13813,19660,3,1
13815,5550,1,1
13815,40877,2,1
13815,23722,3,0
13815,42172,4,1
13815,7189,5,0
13932,31040,1,1
13932,12228,2,1
13932,17600,3,1
13932,18479,4,0
14339,19048,1,0
14339,42557,2,0
14339,14386,3,0
14339,28985,4,0
14339,2770,5,0
14339,35921,6,1
14339,40002,7,0
14339,4605,8,1
14745,30252,1,1
14745,1940,2,1
14745,44479,3,1
14745,18272,4,1
14745,46886,5,1
14745,13176,6,1
14745,45633,7,1
14745,16127,8,0
14745,16032,9,1
14745,16382,10,0
14745,36697,11,0
14745,47672,12,0
14745,12624,13,0
14745,14197,14,0
14745,10201,15,0
14771,3952,1,1
14771,44359,2,1
14771,12703,3,1
14771,34969,4,1
14940,24852,1,1
14940,27845,2,1
14940,20842,3,1
14940,43086,4,1
14940,18362,5,1
14940,11520,6,1
14940,20600,7,0
14940,28204,8,1
14940,41787,9,1
14940,28934,10,1
14940,38293,11,1
14940,21955,12,1
14940,32734,13,0
16226,8955,1,1
16226,5479,2,1
16226,24964,3,0
16226,26497,4,1
16226,29405,5,0
16226,28373,6,0
16392,21903,1,1
16392,26384,2,1
16392,30949,3,1
16392,31886,4,1
16392,27714,5,1
16392,9839,6,0
16392,33198,7,1
16392,2452,8,0
16392,28123,9,0
16392,24799,10,1
16392,1416,11,0
16392,46650,12,1
16392,27521,13,1
16547,27294,1,0
16547,34355,2,0
16547,22886,3,0
16547,1782,4,1
16547,44714,5,1
16547,12333,6,1
16547,31888,7,1
16547,630,8,0
16547,207,9,0
16547,22761,10,1
16875,32689,1,1
16875,31912,2,1
17441,992,1,1
17554,31282,1,0
17554,11520,2,1
17554,47626,3,1
17554,24852,4,1
17554,47209,5,1
17554,41950,6,0
17554,2979,7,1
17554,27959,8,0
17554,38944,9,1
17554,49075,10,1
17554,43698,11,1
17554,41375,12,0
17894,29610,1,1
17894,9623,2,1
17894,7134,3,1
17894,10673,4,1
17894,46842,5,1
17894,17341,6,1
17894,14146,7,1
17894,5077,8,1
17894,33909,9,1
17894,12697,10,1
17894,44156,11,1
17894,33548,12,1
17894,9558,13,1
17894,23296,14,1
17894,47144,15,1
17894,21793,16,1
17894,3696,17,1
17894,14443,18,1
17894,28204,19,1
17894,41815,20,1
17894,5450,21,1
17894,158,22,1
17894,40897,23,1
17894,48205,24,1
17894,9387,25,1
17894,24852,26,1
17894,432,27,1
17894,14882,28,1
17894,5750,29,1
17894,24954,30,1
17894,24053,31,0
17894,42240,32,0
17962,32515,1,1
17962,18288,2,1
17962,43961,3,1
17962,18531,4,1
17962,40545,5,1
17962,35140,6,1
17962,45633,7,1
17962,35926,8,0
17962,47229,9,0
17962,11068,10,0
17962,10749,11,0
18011,42265,1,1
18011,25340,2,1
18011,39877,3,1
18011,35233,4,1
18011,38996,5,0
18319,10963,1,1
18319,4263,2,0
18319,22970,3,0
18319,44027,4,0
18319,7963,5,0
18885,32684,1,1
18885,40787,2,0
18885,18439,3,0
18885,3990,4,0
18885,42557,5,0
18885,877,6,0
18885,19171,7,1
18906,35907,1,1
18906,43394,2,1
18906,44008,3,1
18906,8277,4,1
18906,13176,5,1
18906,38302,6,1
18906,42445,7,1
18906,28289,8,0
18906,36695,9,0
18906,42701,10,0
18906,21938,11,0
18906,38383,12,0
18906,38827,13,0
18906,12962,14,0
18958,17766,1,1
18958,7076,2,1
18958,24852,3,1
18958,27845,4,0
18958,8193,5,1
18958,46979,6,1
19107,39121,1,0
19107,25949,2,0
19107,23044,3,0
19107,5876,4,1
19107,30391,5,0
19107,8518,6,0
19107,39984,7,1
19107,6020,8,0
19107,24852,9,0
19107,21137,10,1
19107,39928,11,0
19107,14651,12,0
19107,31506,13,0
19107,38159,14,1
19107,1025,15,1
19107,45224,16,0
19267,9124,1,1
19267,35221,2,1
19267,21903,3,1
19267,47626,4,0
19267,1940,5,1
19267,21053,6,0
19267,49683,7,0
19267,44359,8,0
19267,3142,9,0
19267,44142,10,0
19267,9366,11,0
19732,13259,1,1
19732,41400,2,1
19732,13424,3,1
19732,32403,4,0
19732,12427,5,1
19732,196,6,1
20002,28928,1,0
20002,36144,2,0
20002,46526,3,0
20002,327,4,0
20002,10836,5,0
20080,14947,1,1
20080,16083,2,1
20080,27845,3,1
20080,30718,4,0
20080,38652,5,1
20185,21903,1,1
20185,16398,2,1
20185,11520,3,1
20185,47209,4,1
20185,32163,5,1
20478,24852,1,1
20478,41787,2,1
20478,39002,3,1
20478,26209,4,1
20478,34450,5,0
20478,9076,6,1
20478,49683,7,0
20478,10749,8,0
20478,27104,9,0
20478,21405,10,0
20478,4562,11,1
20478,39993,12,0
20478,44661,13,0
20478,9537,14,0
20478,32792,15,0
20478,93,16,1
20478,18564,17,0
20625,27959,1,0
20625,35948,2,0
20625,48058,3,1
20625,30776,4,1
20891,12206,1,1
20891,6104,2,1
20891,49235,3,1
20891,10814,4,1
20891,31130,5,1
20891,41149,6,1
20891,37687,7,1
20891,28239,8,1
20891,36695,9,1
20891,42342,10,1
20891,43768,11,1
20891,16616,12,1
20891,18531,13,1
20891,5134,14,1
20891,13776,15,1
20891,27115,16,1
20891,22556,17,0
21340,27845,1,1
21340,5161,2,1
21340,40723,3,0
21340,32130,4,1
21340,1994,5,1
21340,36735,6,0
21340,38777,7,0
21340,42345,8,1
21357,8424,1,1
21357,12290,2,1
21357,42536,3,1
21357,11352,4,1
21357,37642,5,1
21357,42768,6,1
21357,3376,7,1
21357,4605,8,1
21357,44389,9,1
21357,39097,10,1
21357,18811,11,1
21357,12797,12,1
21357,2929,13,1
21357,41787,14,1
21357,11520,15,1
21357,4799,16,1
21357,7781,17,1
21357,23579,18,1
21357,17731,19,1
21357,16797,20,1
21357,29439,21,1
21357,38293,22,1
21357,28849,23,1
21357,49175,24,1
21357,18441,25,1
21357,895,26,1
21357,31343,27,1
21357,25330,28,1
21357,37462,29,1
21394,30827,1,0
21394,20940,2,0
21394,37646,3,0
21394,33768,4,0
21394,16797,5,0
21394,39275,6,0
21587,14715,1,1
21587,31651,2,1
21622,13176,1,1
21622,32455,2,1
21795,19366,1,1
21795,15906,2,1
21795,19730,3,1
21795,13176,4,1
21795,21903,5,1
21795,43295,6,1
21795,24221,7,1
21795,3143,8,0
21795,22993,9,1
21795,24082,10,1
21795,5646,11,1
21795,5303,12,1
21795,41273,13,0
21795,46676,14,1
21835,32747,1,1
21835,47621,2,1
21835,45104,3,1
21835,36939,4,1
21835,14633,5,1
21835,24852,6,1
21835,25890,7,1
21835,41519,8,1
21835,8174,9,1
21835,31847,10,1
21835,24009,11,1
21835,36696,12,1
21835,37107,13,0
21835,4544,14,0
22108,9323,1,0
22108,21361,2,0
22108,31717,3,1
22108,26209,4,1
22108,15899,5,0
22108,38182,6,0
22108,21681,7,0
22108,16589,8,1
22108,2265,9,0
22108,45699,10,0
22108,37774,11,1
22108,16398,12,1
22108,24964,13,1
22383,24925,1,1
22383,35951,2,1
22383,21847,3,0
22383,29801,4,0
22383,25832,5,1
22383,810,6,0
22383,34358,7,0
22383,35563,8,0
22383,26604,9,0
22383,7916,10,1
22383,28050,11,0
22383,4562,12,1
22383,31378,13,1
22383,28851,14,1
22383,4302,15,0
22463,8309,1,1
22463,9739,2,1
22463,23737,3,1
22463,36865,4,1
22463,41950,5,1
22463,44422,6,1
22463,13870,7,1
22508,49235,1,1
22508,27845,2,1
22508,21497,3,1
22508,47766,4,1
22508,49610,5,1
22508,37646,6,1
22508,21903,7,0
22508,28985,8,0
22508,41220,9,0
22508,4853,10,0
22508,21938,11,1
22508,4796,12,1
22508,38400,13,1
22520,21903,1,1
22806,27531,1,1
22806,3826,2,1
22806,34466,3,1
22806,9076,4,1
22806,18918,5,1
22806,34584,6,1
22806,26410,7,1
22806,19048,8,1
22806,11153,9,1
22806,10872,10,0
22806,33746,11,0
22806,21616,12,1
22806,35750,13,1
22806,20168,14,0
22806,4142,15,0
22806,6287,16,0
22806,46654,17,0
22806,8568,18,0
22806,22372,19,0
23039,47029,1,0
23039,48726,2,0
23039,13877,3,0
23039,1712,4,0
23039,39275,5,0
23039,21137,6,1
23244,25804,1,1
23244,5077,2,1
23244,13166,3,1
23244,44116,4,1
23244,26138,5,0
23244,48532,6,0
23244,8204,7,1
23244,36810,8,1
23244,45061,9,1
23244,13536,10,1
23244,13920,11,0
23488,27845,1,1
23488,2480,2,0
23488,44987,3,0
23488,33120,4,1
23488,4464,5,0
23488,12016,6,1
23488,32850,7,1
23488,13176,8,1
23488,47734,9,1
23488,17794,10,1
23488,9839,11,1
23488,45007,12,1
23488,10749,13,0
23581,22557,1,1
23581,32141,2,1
23581,6046,3,1
23581,12149,4,0
23581,23333,5,1
23581,41290,6,0
23581,9340,7,1
24287,35383,1,0
24287,21174,2,0
24287,41290,3,0
24287,43713,4,0
24287,41844,5,0
24287,24207,6,0
24287,19478,7,0
24287,28278,8,0
24287,4799,9,0
24287,26476,10,0
24287,5989,11,0
24544,44359,1,0
24544,22935,2,0
24544,31343,3,0
24544,6348,4,0
24544,33401,5,0
24544,20574,6,0
24544,25199,7,0
24544,47912,8,0
24635,49517,1,1
24635,18818,2,0
24695,35761,1,1
24695,21616,2,1
24695,1940,3,1
24695,25146,4,0
24695,14218,5,0
24695,2102,6,0
24695,8460,7,0
24695,49326,8,0
24695,26096,9,0
24695,35042,10,1
24695,46522,11,0
24695,9486,12,0
24695,9261,13,0
24695,7762,14,0
24695,27313,15,0
24695,33894,16,1
24695,10892,17,0
24695,16900,18,0
24695,18618,19,0
24695,30439,20,0
24695,9498,21,0
24695,34062,22,0
24695,8475,23,1
24695,46877,24,0
24695,34283,25,0
24695,16198,26,0
24695,18987,27,0
24695,402,28,0
24695,26312,29,1
24695,37489,30,0
24695,23905,31,0
24695,12980,32,0
24695,17400,33,0
24695,32955,34,0
24695,15926,35,0
24695,3389,36,0
24695,11073,37,0
24695,49198,38,1
24695,19468,39,0
24695,13409,40,0
24695,34789,41,0
24695,27196,42,0
24914,18023,1,1
25041,10151,1,1
25041,44514,2,1
25041,49282,3,1
25041,2876,4,1
25041,14197,5,1
25041,45258,6,1
25041,10388,7,1
25041,2295,8,1
25041,24184,9,1
25041,1282,10,1
25041,37241,11,1
25041,30535,12,0
25479,28516,1,1
25479,35561,2,1
25479,46061,3,1
25655,30489,1,1
25655,22713,2,0
25655,45646,3,0
25655,8424,4,1
25655,18599,5,1
25655,45007,6,0
25655,19732,7,1
25655,38299,8,0
25655,28993,9,0
25655,9689,10,0
25655,3376,11,1
25655,2295,12,1
25655,11481,13,0
25655,248,14,0
25655,44632,15,0
25655,40706,16,0
25655,41950,17,0
25655,40031,18,0
25655,14462,19,1
25655,24010,20,0
25655,22228,21,0
25655,24561,22,1
25655,13629,23,0
25655,42768,24,1
25655,9327,25,0
25746,10793,1,0
25746,29987,2,1
25746,21903,3,1
25746,8480,4,0
25746,24852,5,1
25746,31148,6,0
25746,35734,7,0
25746,37297,8,0
25853,49355,1,0
25853,39166,2,0
25853,5499,3,0
25853,35163,4,1
25853,48071,5,1
25853,30827,6,1
25853,43772,7,0
25853,17316,8,1
25853,27476,9,1
25853,42258,10,1
25853,36545,11,0
25853,19604,12,1
25853,148,13,1
25853,10305,14,1
25853,41787,15,1
25853,48775,16,1
25853,44142,17,1
25853,43523,18,1
25853,22736,19,1
25853,648,20,1
25853,8155,21,1
25853,28046,22,1
25853,31840,23,0
25881,5479,1,1
25881,21462,2,1
25881,7503,3,1
25935,38689,1,1
25935,39408,2,0
25935,40723,3,0
25935,29387,4,1
25935,44949,5,0
25935,39550,6,0
25935,13198,7,1
25935,2452,8,1
25935,10017,9,1
25935,40516,10,1
25935,8193,11,0
25935,47626,12,0
25935,21903,13,0
25935,46979,14,0
25947,16953,1,1
25947,14882,2,1
25947,1702,3,1
25947,25562,4,0
25947,30191,5,0
25947,11885,6,1
25947,48742,7,1
25947,25043,8,1
25947,32980,9,1
25947,14311,10,1
25947,17110,11,1
25947,24852,12,1
25947,7202,13,1
26349,31720,1,1
26349,24852,2,1
26349,27966,3,1
26349,16874,4,1
26349,12341,5,1
26349,18434,6,1
26349,19180,7,1
26349,34243,8,1
26349,38679,9,1
26349,49235,10,1
26349,10251,11,1
26349,22035,12,1
26349,39877,13,1
26349,42701,14,1
26547,31553,1,1
26547,41259,2,0
26547,38650,3,0
26547,1999,4,0
26547,2982,5,0
26547,30035,6,0
26547,13819,7,1
26628,4210,1,1
26628,25783,2,1
26628,49030,3,1
26628,29429,4,1
26628,30879,5,1
26628,23540,6,1
26628,41844,7,0
26628,31907,8,1
26700,44359,1,1
26700,27829,2,0
26700,16995,3,1
26700,37065,4,1
26700,46175,5,0
26700,13885,6,0
26700,25931,7,1
26700,26298,8,1
26759,28465,1,1
26759,24964,2,1
26759,13702,3,1
26759,24852,4,1
26759,29926,5,1
26870,10315,1,0
26870,38662,2,0
26870,38772,3,0
26870,5077,4,0
26870,3896,5,0
26885,12099,1,0
26885,432,2,0
27086,24891,1,0
27086,16528,2,1
27086,49520,3,0
27086,20119,4,0
27086,44632,5,0
27086,17191,6,0
27086,47626,7,0
27086,35951,8,1
27086,30962,9,0
27086,4367,10,1
27086,11123,11,0
27086,18891,12,0
27086,24852,13,0
27086,49158,14,0
27086,9138,15,0
27086,5450,16,0
27086,17316,17,0
27086,40723,18,0
27333,16281,1,1
27333,13176,2,1
27333,7862,3,1
27333,44371,4,1
27333,31805,5,0
27333,21385,6,0
27333,8953,7,0
27333,9076,8,0
27333,20940,9,0
27333,37710,10,0
27333,12427,11,0
27333,42265,12,0
27333,32689,13,0
27333,30827,14,0
27333,42282,15,0
27333,18615,16,0
27334,44234,1,1
27334,7009,2,1
27334,22520,3,1
27334,38920,4,1
27334,204,5,1
27334,49113,6,1
27334,21797,7,1
27334,12442,8,1
27390,21137,1,1
27390,35121,2,1
27390,13176,3,1
27390,25332,4,1
27390,29127,5,1
27390,45679,6,1
27390,20995,7,1
27390,19660,8,1
27390,24830,9,1
27390,33000,10,1
27390,34190,11,1
27390,22825,12,0
27390,21267,13,0
27613,22124,1,1
27613,18926,2,1
27613,24852,3,1
27613,21137,4,1
27832,30450,1,1
27832,13176,2,1
27832,48812,3,0
27832,42768,4,0
27832,37687,5,0
27832,35951,6,0
27832,4620,7,0
27832,21903,8,0
27832,42265,9,0
27832,7252,10,0
27832,9601,11,0
27832,890,12,0
27832,10848,13,0
27832,30827,14,0
27832,9084,15,0
28041,46906,1,0
28041,9839,2,1
28041,4812,3,1
28041,43249,4,1
28041,27845,5,1
28041,45200,6,0
28041,47209,7,0
28041,24535,8,1
28041,31504,9,0
28041,33731,10,0
28041,35547,11,0
28041,46107,12,0
28041,40268,13,0
28041,8138,14,0
28300,26372,1,0
28300,8671,2,1
28300,42356,3,1
28300,24850,4,1
28300,5077,5,1
28300,10049,6,1
28300,13176,7,1
28300,13166,8,1
28300,13755,9,1
28300,7443,10,1
28300,45061,11,1
28563,48223,1,0
28563,17862,2,0
28563,16726,3,0
28563,49128,4,0
28563,30196,5,0
28563,5025,6,0
28563,4802,7,0
28563,1541,8,0
28563,47145,9,1
28563,48071,10,0
28563,30759,11,0
28563,22890,12,0
28563,7963,13,1
28571,18534,1,0
28571,99,2,1
28571,37892,3,0
28571,5876,4,0
28608,27521,1,1
28608,22328,2,1
28608,23712,3,1
28608,24236,4,1
28608,22935,5,1
28608,47626,6,1
28608,3211,7,1
28608,47209,8,1
28608,11905,9,1
28608,42075,10,0
28608,8021,11,1
28620,26209,1,1
28620,28572,2,1
28620,33198,3,1
28819,432,1,0
28819,47209,2,1
28819,7963,3,1
28819,4029,4,1
28819,24852,5,1
28819,33055,6,0
29272,11937,1,1
29272,22959,2,0
29272,24838,3,1
29272,4210,4,1
29272,22548,5,0
29715,17224,1,1
29715,48210,2,1
29715,32572,3,1
29715,14633,4,0
29733,37646,1,0
29733,43122,2,1
29733,3952,3,1
29733,21903,4,1
29733,32864,5,1
29733,23029,6,0
29733,36364,7,0
29733,35769,8,0
29733,10017,9,1
29733,29447,10,1
29733,36011,11,1
29733,47734,12,1
29733,22035,13,1
30080,19660,1,1
30080,47766,2,1
30080,42445,3,1
30080,35425,4,1
30080,21607,5,1
30264,4210,1,1
30264,9007,2,1
30264,1157,3,1
30264,22831,4,1
30264,29487,5,1
30264,44819,6,1
30264,5337,7,1
30264,14131,8,1
30264,13966,9,1
30264,21757,10,1
30264,7930,11,1
30264,22249,12,1
30264,18610,13,0
30264,33073,14,1
30264,46749,15,1
30264,40199,16,0
30264,39059,17,1
30264,23803,18,0
30264,23265,19,0
30264,24699,20,0
30264,4605,21,1
30440,26209,1,1
30440,24750,2,1
30440,33198,3,1
30521,20876,1,0
30521,33210,2,0
30521,18747,3,0
30521,25985,4,0
30521,23687,5,0
30521,13654,6,0
30521,38370,7,0
30521,4103,8,0
30801,37774,1,1
30801,40706,2,0
31025,7009,1,1
31025,44234,2,1
31025,22520,3,1
31025,21412,4,0
31025,38920,5,1
31025,47357,6,0
31025,25132,7,0
31135,21157,1,1
31135,20082,2,1
31135,24852,3,1
31135,27307,4,1
31135,16797,5,1
31135,14992,6,1
31135,19604,7,1
31135,5189,8,1
31135,7631,9,1
31135,38533,10,1
31135,26340,11,1
31135,4920,12,1
31135,24955,13,1
31135,28199,14,1
31135,24637,15,0
31135,21795,16,1
31135,5103,17,1
31135,22447,18,1
31135,33144,19,0
31135,17122,20,1
31135,35551,21,1
31135,49279,22,1
31135,12403,23,1
31135,28993,24,1
31135,17264,25,0
31135,47226,26,1
31135,14536,27,1
31135,40486,28,0
31135,43772,29,1
31135,40348,30,1
31135,49187,31,0
31135,1579,32,0
31144,47031,1,0
31144,40405,2,1
31144,31102,3,0
31144,44799,4,0
31144,24852,5,1
31144,45149,6,1
31174,38928,1,1
31174,196,2,1
31174,26348,3,0
31464,25931,1,1
31464,16249,2,1
31464,3481,3,1
31464,4562,4,1
31464,46175,5,1
31464,13885,6,1
31464,16710,7,0
31485,8048,1,1
31485,21292,2,1
31485,41596,3,1
31485,37687,4,1
31485,30827,5,1
31767,35342,1,1
31767,29095,2,1
31767,35914,3,1
31767,24852,4,1
32447,41714,1,1
32447,46704,2,0
32447,19904,3,0
32447,32747,4,1
32636,33055,1,1
32636,32566,2,1
32636,3765,3,1
32636,27966,4,1
32636,11941,5,0
32636,30382,6,0
32636,41665,7,0
32636,24852,8,1
32731,21137,1,1
32731,24830,2,1
32731,21072,3,1
32731,27966,4,1
32731,39275,5,1
32731,22825,6,1
32731,38777,7,0
32731,47209,8,1
32731,29370,9,0
33359,2309,1,0
33359,32177,2,1
33359,35819,3,0
33359,19057,4,1
33359,2078,5,1
33359,44987,6,1
33474,10017,1,1
33474,19057,2,1
33474,19678,3,1
33474,22935,4,1
33474,21903,5,1
33474,32864,6,1
33474,3952,7,1
33474,32655,8,1
33625,43717,1,0
33625,47977,2,0
